name,class,tier,mode,build,video,duration,created_at,updated_at
ScytheX,druid,138,softcore,"""""",https://www.youtube.com/watch?v=ymr8Wxw0vXk,787,2024-08-28T04:00:00Z,2024-08-28T04:00:00Z
Sberla,sorcerer,151,softcore,https://mobalytics.gg/diablo-4/profile/488e94b2-25a8-4b09-95aa-f74e532482cc/builds/5217ae04-dc1b-4b83-9c85-2a15b335ea41,https://www.youtube.com/watch?v=onR0SmMTJFo,560,2024-08-27T04:00:00Z,2024-08-27T04:00:00Z
videogamebutter,druid,135,softcore,https://d4builds.gg/builds/434d0662-57d4-4d52-b0a0-82633c53ee32/?var=1,https://youtu.be/igI8dqQvUnI,818,2024-08-27T04:00:00Z,2024-08-27T04:00:00Z
Zir,rogue,149,softcore,"""""",https://www.youtube.com/watch?v=T-0ddIiIGyc,724,2024-08-28T04:00:00Z,2024-08-28T04:00:00Z
Zir,rogue,150,softcore,"""""",https://www.youtube.com/watch?v=ODHdWeudD50,845,2024-08-28T04:00:00Z,2024-08-28T04:00:00Z
Kima,druid,138,softcore,"""""",https://www.youtube.com/watch?v=2_zS4Izryvw,720,2024-08-27T04:00:00Z,2024-08-27T04:00:00Z
ChrisGrandPa,sorcerer,144,softcore,https://mobalytics.gg/diablo-4/profile/488e94b2-25a8-4b09-95aa-f74e532482cc/builds/5217ae04-dc1b-4b83-9c85-2a15b335ea41,https://www.youtube.com/watch?v=hxyuVB6E27w,744,2024-08-28T04:00:00Z,2024-08-28T04:00:00Z
Wingkent,sorcerer,151,softcore,"""""",https://www.youtube.com/watch?v=8GKEBlGvUBk,789,2024-08-27T04:00:00Z,2024-08-27T04:00:00Z
ChrisGrandPa,sorcerer,145,softcore,https://mobalytics.gg/diablo-4/profile/488e94b2-25a8-4b09-95aa-f74e532482cc/builds/5217ae04-dc1b-4b83-9c85-2a15b335ea41,https://www.youtube.com/watch?v=RoJ4EuRMtqM,866,2024-08-29T04:00:00Z,2024-08-29T04:00:00Z
考考你丫,rogue,157,softcore,https://www.d2core.com/d4/planner?bd=1nZd,https://www.bilibili.com/video/BV1rAsGedEdn/,852,2024-08-28T04:00:00Z,2024-08-28T04:00:00Z
NinTanDao64,rogue,145,softcore,"""""",https://youtu.be/CWnJQtbWXiA?si=U5rV9xS1KvjRGpw2,771,2024-08-28T04:00:00Z,2024-08-28T04:00:00Z
Skeezy,sorcerer,136,softcore,"""""",https://www.youtube.com/watch?v=KyS1YkVr4Vk,351,2024-08-28T04:00:00Z,2024-08-28T04:00:00Z
SKULM,necromancer,151,softcore,https://d4builds.gg/builds/3cf581ba-5a08-4d29-b17a-3154ff23ea14/?var=1,https://youtu.be/xpR_GRSVEQw?si=OhYe-kQzby4NDydg,883,2024-08-28T04:00:00Z,2024-08-28T04:00:00Z
Sukhenkiy,rogue,140,softcore,https://www.youtube.com/redirect?event=video_description&redir_token=QUFFLUhqbFgyRWs1VVI1aWhDcmJCQ2dVN0JuWWc1Rm16QXxBQ3Jtc0ttZlVpdjZ3bXA3WUUwWWs0cTR2WElCaFk1UUk5NUVjRUlCbFpfZ0swbkl6NmFZYjZtMF9sTk9WNDVtR3VDSHBwQ2V0WlVPbldNWURVS2pJRVBqRUZWSmpmcEFsdUp3SF9IMlpIVV9lMGQtR3FTalZuVQ&q=https%3A%2F%2Fmaxroll.gg%2Fd4%2Fplanner%2Fyja304gm%233&v=W-ppDCKg26U,https://youtu.be/W-ppDCKg26U?si=FGwJCli7XDk_2FfO,760,2024-08-28T04:00:00Z,2024-08-28T04:00:00Z
BarroziK,sorcerer,143,softcore,"""""",https://www.youtube.com/watch?v=j5G1Djp6p_c,610,2024-08-29T04:00:00Z,2024-08-29T04:00:00Z
FP,rogue,146,softcore,"""""",https://youtu.be/t9dXMdlhUug,857,2024-08-29T04:00:00Z,2024-08-29T04:00:00Z
swa99y,barbarian,134,softcore,"""""",https://www.youtube.com/watch?v=z6OAgOD-zFI,867,2024-08-30T04:00:00Z,2024-08-30T04:00:00Z
Zzzz,sorcerer,134,softcore,"""""",https://youtu.be/1dEMFFTT5VI?si=9ViRkaCZj88IdCPN,466,2024-08-29T04:00:00Z,2024-08-29T04:00:00Z
秋葉-Akiha-,necromancer,156,softcore,https://www.d2core.com/d4/planner?bd=1hgs,https://www.bilibili.com/video/BV17PHgeqEu9/,875,2024-08-29T04:00:00Z,2024-08-29T04:00:00Z
小爸爸五花肉,sorcerer,153,softcore,https://www.d2core.com/d4/planner?bd=1iwV,https://www.bilibili.com/video/BV1YuHMexEhx/,834,2024-08-29T04:00:00Z,2024-08-29T04:00:00Z
videogamebutter,druid,140,softcore,https://d4builds.gg/builds/434d0662-57d4-4d52-b0a0-82633c53ee32/?var=2,https://youtu.be/rJqvIIwF4Q0,758,2024-08-29T04:00:00Z,2024-08-29T04:00:00Z
MarsicanBear,rogue,140,softcore,"""""",https://www.youtube.com/watch?v=bJzmuOYG-vA,550,2024-08-29T04:00:00Z,2024-08-29T04:00:00Z
PSDK,barbarian,141,softcore,"""""",https://youtu.be/vU_kd2zhyi8,856,2024-08-30T04:00:00Z,2024-08-30T04:00:00Z
ProPain,sorcerer,151,softcore,"""""",https://www.youtube.com/watch?v=R0F6QfTwvWo,746,2024-08-29T04:00:00Z,2024-08-29T04:00:00Z
Sberla,sorcerer,153,softcore,https://mobalytics.gg/diablo-4/profile/488e94b2-25a8-4b09-95aa-f74e532482cc/builds/5217ae04-dc1b-4b83-9c85-2a15b335ea41,https://www.youtube.com/watch?v=GtmYWhCGbxU,798,2024-08-29T04:00:00Z,2024-08-29T04:00:00Z
GorillaJuice,sorcerer,150,softcore,"""""",https://www.youtube.com/watch?v=b3q1eAh4rBk,669,2024-08-29T04:00:00Z,2024-08-29T04:00:00Z
Cranks,rogue,154,softcore,https://maxroll.gg/d4/planner/b339g0xa,https://www.youtube.com/watch?v=A06ynCORYLo,887,2024-08-30T04:00:00Z,2024-08-30T04:00:00Z
ProPain,sorcerer,152,softcore,"""""",https://www.youtube.com/watch?v=f3ESouSw2-M,820,2024-08-29T04:00:00Z,2024-08-29T04:00:00Z
MarsicanBear,rogue,142,softcore,"""""",https://youtu.be/V7HoKX-Zunk,532,2024-08-30T04:00:00Z,2024-08-30T04:00:00Z
swa99y,barbarian,135,softcore,https://d4builds.gg/builds/a431b104-7765-4344-83a7-4681a4e03216/?var=0,https://www.youtube.com/watch?v=yMM9tkmu_M0,896,2024-08-31T04:00:00Z,2024-08-31T04:00:00Z
RR1,sorcerer,151,softcore,"""""",https://www.youtube.com/watch?v=zLpBTlBxsQE,777,2024-08-31T04:00:00Z,2024-08-31T04:00:00Z
CARNAGE,sorcerer,150,softcore,"""""",https://www.youtube.com/watch?v=8TBzzT8UCA0,717,2024-08-30T04:00:00Z,2024-08-30T04:00:00Z
Skeltah,sorcerer,154,softcore,"""""",https://www.youtube.com/watch?v=SSfa3V5_Xvk,825,2024-08-30T04:00:00Z,2024-08-30T04:00:00Z
LIANG本人,necromancer,150,softcore,"""""",https://www.bilibili.com/video/BV1RxHEeWEut/,883,2024-08-30T04:00:00Z,2024-08-30T04:00:00Z
Sukhenkiy,rogue,141,softcore,https://maxroll.gg/d4/planner/yja304gm#3,https://youtu.be/bkFcdSkYtvI,811,2024-08-30T04:00:00Z,2024-08-30T04:00:00Z
SKULM,necromancer,152,softcore,https://d4builds.gg/builds/3cf581ba-5a08-4d29-b17a-3154ff23ea14/?var=1,https://youtu.be/mJTgB12XH_M?si=Cr0JyVlMwpPBj7O4,880,2024-08-29T04:00:00Z,2024-08-29T04:00:00Z
GorillaJuice,sorcerer,151,softcore,"""""",https://www.youtube.com/watch?v=H165rt1-hRY,745,2024-08-30T04:00:00Z,2024-08-30T04:00:00Z
Cranks,rogue,155,softcore,https://maxroll.gg/d4/planner/b339g0xa,https://www.youtube.com/watch?v=SzOHxSCpJ9k,849,2024-08-30T04:00:00Z,2024-08-30T04:00:00Z
Mekuna,sorcerer,158,softcore,https://mobalytics.gg/diablo-4/profile/488e94b2-25a8-4b09-95aa-f74e532482cc/builds/5217ae04-dc1b-4b83-9c85-2a15b335ea41,https://www.youtube.com/watch?v=e4SV7r0dXwM,899,2024-08-30T04:00:00Z,2024-08-30T04:00:00Z
考考你丫,rogue,158,softcore,https://www.d2core.com/d4/planner?bd=1nZd,https://www.bilibili.com/video/BV1jQnQeQE2n/,889,2024-08-30T04:00:00Z,2024-08-30T04:00:00Z
ChrisGrandPa,sorcerer,146,softcore,https://mobalytics.gg/diablo-4/profile/488e94b2-25a8-4b09-95aa-f74e532482cc/builds/5217ae04-dc1b-4b83-9c85-2a15b335ea41,https://www.youtube.com/watch?v=QWeEJdDViZc,642,2024-08-08T04:00:00Z,2024-08-08T04:00:00Z
Skeltah,sorcerer,155,softcore,"""""",https://www.youtube.com/watch?v=lcDGzAJQ0XI,713,2024-08-30T04:00:00Z,2024-08-30T04:00:00Z
ChrisGrandPa,sorcerer,148,softcore,https://mobalytics.gg/diablo-4/profile/488e94b2-25a8-4b09-95aa-f74e532482cc/builds/5217ae04-dc1b-4b83-9c85-2a15b335ea41,https://www.youtube.com/watch?v=9tmPsAJ-EPc,741,2024-08-31T04:00:00Z,2024-08-31T04:00:00Z
Zir,rogue,151,softcore,"""""",https://www.youtube.com/watch?v=jdM8LQenMwE,765,2024-08-31T04:00:00Z,2024-08-31T04:00:00Z
Zir,rogue,152,softcore,"""""",https://www.youtube.com/watch?v=nTwHgIn17WQ,833,2024-08-31T04:00:00Z,2024-08-31T04:00:00Z
pichapao,rogue,101,softcore,https://maxroll.gg/d4/planner/44ntu0vg#4,https://youtu.be/E1Fbeq_CsYY,76,2024-08-31T04:00:00Z,2024-08-31T04:00:00Z
n3m0,sorcerer,151,softcore,"""""",https://youtu.be/ArW9xJ_jTno,787,2024-08-31T04:00:00Z,2024-08-31T04:00:00Z
Sukhenkiy,rogue,142,softcore,Build Andariel Barrage Rogue  - https://maxroll.gg/d4/planner/yja304gm#3,https://youtu.be/s597boCQqoo,866,2024-08-31T04:00:00Z,2024-08-31T04:00:00Z
fr0d0b0ls0n,druid,139,softcore,https://maxroll.gg/d4/planner/ui9ik0c0#6,https://youtu.be/tFuAZCIhyDo,875,2024-08-25T04:00:00Z,2024-08-25T04:00:00Z
BarroziK,sorcerer,145,softcore,"""""",https://www.youtube.com/watch?v=T-bfy_Tx7d0,693,2024-08-31T04:00:00Z,2024-08-31T04:00:00Z
NoGameNoLife,rogue,145,softcore,https://maxroll.gg/d4/planner/ym58m0qp,https://youtu.be/rvq36qVpOcg?si=SEfXrxAAWtGqnGJ4,828,2024-08-31T04:00:00Z,2024-08-31T04:00:00Z
Dawg33,sorcerer,151,softcore,"""""",www.youtube.com/watch?v=IrQRG8zVpdg,860,2024-08-31T04:00:00Z,2024-08-31T04:00:00Z
MarsicanBear,rogue,145,softcore,"""""",https://youtu.be/yX8PgwjnRsE,828,2024-08-31T04:00:00Z,2024-08-31T04:00:00Z
PetitBOT,rogue,140,softcore,https://maxroll.gg/d4/planner/7o58k0qa#2,https://www.youtube.com/watch?v=Cg24t9yVBDE&ab_channel=PetitBOT,819,2024-08-30T04:00:00Z,2024-08-30T04:00:00Z
迷你不贪,druid,154,softcore,"""""",https://www.bilibili.com/video/BV1a5nfecEzU/,801,2024-08-31T04:00:00Z,2024-08-31T04:00:00Z
Pinkkuma,sorcerer,150,softcore,https://diablo4.inven.co.kr/db/paragon/76734,https://www.youtube.com/watch?v=cRaJC14NjdM,869,2024-09-01T04:00:00Z,2024-09-01T04:00:00Z
voidseer,sorcerer,152,softcore,https://maxroll.gg/d4/planner/xp6bu0xo,https://www.youtube.com/watch?v=Noxgnc1h8aI,697,2024-08-31T04:00:00Z,2024-08-31T04:00:00Z
打灯龙路过,sorcerer,158,softcore,"""""",https://www.bilibili.com/video/BV1XoHYebEwc/,890,2024-09-01T04:00:00Z,2024-09-01T04:00:00Z
sampy,sorcerer,146,softcore,https://mobalytics.gg/diablo-4/profile/488e94b2-25a8-4b09-95aa-f74e532482cc/builds/5217ae04-dc1b-4b83-9c85-2a15b335ea41,https://www.youtube.com/watch?v=JY7fwIpxKno,657,2024-09-01T04:00:00Z,2024-09-01T04:00:00Z
PSDK,barbarian,143,softcore,"""""",https://youtu.be/b-CHtDva7Gk,893,2024-09-01T04:00:00Z,2024-09-01T04:00:00Z
Virgorie,rogue,149,softcore,https://maxroll.gg/d4/planner/yja304gm#4,https://youtu.be/7eU5epcU9a0,890,2024-09-01T04:00:00Z,2024-09-01T04:00:00Z
swa99y,barbarian,136,softcore,https://d4builds.gg/builds/a431b104-7765-4344-83a7-4681a4e03216/?var=0,https://www.youtube.com/watch?v=kRNP87G4z84,892,2024-09-02T04:00:00Z,2024-09-02T04:00:00Z
MarsicanBear,rogue,146,softcore,"""""",https://youtu.be/NYdWps3u9e0,603,2024-09-01T04:00:00Z,2024-09-01T04:00:00Z
ChrisGrandPa,sorcerer,149,softcore,https://mobalytics.gg/diablo-4/profile/488e94b2-25a8-4b09-95aa-f74e532482cc/builds/5217ae04-dc1b-4b83-9c85-2a15b335ea41,https://www.youtube.com/watch?v=H_LDZJGCF54,893,2024-09-02T04:00:00Z,2024-09-02T04:00:00Z
Heyashi,sorcerer,138,hardcore,"""""",https://www.youtube.com/watch?v=71TcHMAa1cY,794,2024-09-01T04:00:00Z,2024-09-01T04:00:00Z
Rise,necromancer,130,softcore,https://maxroll.gg/d4/planner/hc17j0sv#8,https://www.youtube.com/watch?v=yGj_-yktl6Q,827,2024-09-01T04:00:00Z,2024-09-01T04:00:00Z
Shaman,necromancer,148,softcore,"""""",https://www.youtube.com/watch?v=TErYdODvwFI,854,2024-08-26T04:00:00Z,2024-08-26T04:00:00Z
sampy,sorcerer,148,softcore,https://mobalytics.gg/diablo-4/builds/sorcerer/mekuna-lightning-spear,https://www.youtube.com/watch?v=7NcLsibazZE,887,2024-09-02T04:00:00Z,2024-09-02T04:00:00Z
Mekuna,sorcerer,158,softcore,https://moba.lol/Mekuna,https://www.youtube.com/watch?v=v2AVJuuZBAM,835,2024-09-02T04:00:00Z,2024-09-02T04:00:00Z
Zir,rogue,153,softcore,"""""",https://www.youtube.com/watch?v=_XLtAT9Wrc4,729,2024-09-02T04:00:00Z,2024-09-02T04:00:00Z
KrepkiyTuz,sorcerer,149,softcore,"""""",https://www.youtube.com/watch?v=C5nUvsdUnxk,808,1990-12-22T05:00:00Z,1990-12-22T05:00:00Z
唯沐千秋,sorcerer,154,softcore,"""""",https://www.bilibili.com/video/BV1PQHCeCEY1/,840,2024-09-02T04:00:00Z,2024-09-02T04:00:00Z
zebrabit,sorcerer,152,softcore,"""""",https://youtu.be/gTYUUhBDpAk?si=OH_WHI2n3LW17Jvi,838,2024-09-01T04:00:00Z,2024-09-01T04:00:00Z
Sagittarian,rogue,145,softcore,"""""",https://youtu.be/TJllemmSgZw,848,2024-09-02T04:00:00Z,2024-09-02T04:00:00Z
Darin,sorcerer,147,softcore,https://mobalytics.gg/diablo-4/profile/488e94b2-25a8-4b09-95aa-f74e532482cc/builds/5217ae04-dc1b-4b83-9c85-2a15b335ea41,https://www.youtube.com/watch?v=2YMbCsd3SN4,487,2024-09-01T04:00:00Z,2024-09-01T04:00:00Z
Zaramos666,sorcerer,140,softcore,https://maxroll.gg/d4/planner/m76vt0c2#2,https://youtu.be/410od-wZDxE,887,2024-09-02T04:00:00Z,2024-09-02T04:00:00Z
Muromez,sorcerer,155,softcore,https://maxroll.gg/d4/planner/db9bg0x1#1,https://www.youtube.com/watch?v=-rAAYQ_1psQ,890,2024-09-02T04:00:00Z,2024-09-02T04:00:00Z
DraGuNoVxTT,sorcerer,134,softcore,"""""",https://youtu.be/Anwt2GQ5c84,857,2024-09-02T04:00:00Z,2024-09-02T04:00:00Z
KILDREGAN,druid,143,softcore,"""""",https://www.youtube.com/watch?v=Ikhk-OfLRlA,704,2024-09-03T04:00:00Z,2024-09-03T04:00:00Z
BarroziK,sorcerer,146,softcore,"""""",https://youtu.be/63wSFciZ4BA,611,2024-09-02T04:00:00Z,2024-09-02T04:00:00Z
BarroziK,sorcerer,148,softcore,"""""",https://www.youtube.com/watch?v=E9dZgzzTUjQ,602,2024-09-02T04:00:00Z,2024-09-02T04:00:00Z
BarroziK,sorcerer,150,softcore,"""""",https://youtu.be/ZZskAtQTzoU,893,2024-09-02T04:00:00Z,2024-09-02T04:00:00Z
Sagittarian,rogue,146,softcore,"""""",https://youtu.be/3LhmqU8z3a4,866,2024-09-03T04:00:00Z,2024-09-03T04:00:00Z
RR1,sorcerer,152,softcore,"""""",https://www.youtube.com/watch?v=u6EFEU37MDs,805,2024-09-03T04:00:00Z,2024-09-03T04:00:00Z
marcx88#2475,sorcerer,125,softcore,"""""",https://www.youtube.com/watch?v=HXBRBM9jQuE,290,2024-08-30T04:00:00Z,2024-08-30T04:00:00Z
voidseer,sorcerer,153,softcore,maxroll.gg/d4/planner/6waze0xb,https://www.youtube.com/watch?v=PGS5UI60w8w,646,2024-09-03T04:00:00Z,2024-09-03T04:00:00Z
MarsicanBear,rogue,148,softcore,https://maxroll.gg/d4/planner/q7b120x1,https://youtu.be/ma3dzmO8y6Y,772,2024-09-03T04:00:00Z,2024-09-03T04:00:00Z
Pinkkuma,sorcerer,151,softcore,https://diablo4.inven.co.kr/db/paragon/76734,https://www.youtube.com/watch?v=5_WroPZq8k4,714,2024-09-03T04:00:00Z,2024-09-03T04:00:00Z
MarsicanBear,rogue,149,softcore,"""""",https://youtu.be/8AZ_NxrEwxc,788,2024-09-03T04:00:00Z,2024-09-03T04:00:00Z
SGT,druid,130,softcore,"""""",https://youtu.be/EI98LM6Qu8o,478,2024-09-03T04:00:00Z,2024-09-03T04:00:00Z
SGT,druid,133,softcore,"""""",https://youtu.be/BFEcZw1tC3Y,708,2024-09-03T04:00:00Z,2024-09-03T04:00:00Z
Tipunch,druid,144,softcore,"""""",https://www.youtube.com/watch?v=os-O1kBhC14,808,2024-09-03T04:00:00Z,2024-09-03T04:00:00Z
Zir,rogue,154,softcore,"""""",https://www.youtube.com/watch?v=Ex8x85ba_mA,765,2024-09-04T04:00:00Z,2024-09-04T04:00:00Z
voidseer,sorcerer,155,softcore,https://maxroll.gg/d4/planner/6waze0xb,https://www.youtube.com/watch?v=8a5SG3f2vPM,811,2024-09-03T04:00:00Z,2024-09-03T04:00:00Z
NotWick,barbarian,122,softcore,"""""",https://youtu.be/KmisgH5hAJk?si=9cD7DiT-vKwE0jIB,649,2024-09-04T04:00:00Z,2024-09-04T04:00:00Z
Cranks,rogue,156,softcore,"""""",https://www.youtube.com/watch?v=0SMcmWoJ8NE,893,2024-09-04T04:00:00Z,2024-09-04T04:00:00Z
Zzzz,sorcerer,136,softcore,"""""",https://youtu.be/Y9ImzNr5W74?si=vi9aGkzTTJrNtsau,637,2024-09-04T04:00:00Z,2024-09-04T04:00:00Z
n3m0,sorcerer,152,softcore,https://mobalytics.gg/diablo-4/profile/488e94b2-25a8-4b09-95aa-f74e532482cc/builds/5217ae04-dc1b-4b83-9c85-2a15b335ea41,https://youtu.be/6z28UlhAlek,851,2024-09-04T04:00:00Z,2024-09-04T04:00:00Z
Kiox,sorcerer,156,softcore,"""""",https://youtu.be/kuTdiWOJJYA,884,2024-09-04T04:00:00Z,2024-09-04T04:00:00Z
FP,rogue,147,softcore,"""""",https://www.youtube.com/watch?v=YYPW-8BlFU4,803,2024-09-04T04:00:00Z,2024-09-04T04:00:00Z
Jaxs,sorcerer,151,softcore,https://d4builds.gg/builds/506e5582-e27f-4876-b01b-cf0dababbcda/?var=0,https://youtu.be/zVZWwFFJeGs,843,2024-09-04T04:00:00Z,2024-09-04T04:00:00Z
MarsicanBear,rogue,150,softcore,"""""",https://youtu.be/mjOlcmFEC08,724,2024-09-04T04:00:00Z,2024-09-04T04:00:00Z
swa99y,barbarian,137,softcore,https://d4builds.gg/builds/a431b104-7765-4344-83a7-4681a4e03216/?var=0,https://www.youtube.com/watch?v=yJr1_wV3Oag,899,2024-09-05T04:00:00Z,2024-09-05T04:00:00Z
Storm,sorcerer,135,softcore,"""""",https://youtu.be/w5rO8ePAfYo?si=2V2BkW8FkZt14X-u,888,2024-09-04T04:00:00Z,2024-09-04T04:00:00Z
CountryBoy,sorcerer,138,softcore,"""""",https://www.youtube.com/watch?v=fZqEdIgiSbQ,806,2024-09-01T04:00:00Z,2024-09-01T04:00:00Z
Storm,sorcerer,136,softcore,"""""",https://youtu.be/yq0N2vbSNF4?si=DfeAYgOe2xEw48-7,584,2024-09-05T04:00:00Z,2024-09-05T04:00:00Z
Virgorie,rogue,150,softcore,https://maxroll.gg/d4/planner/yja304gm#4,https://youtu.be/RICgNoDDn44,878,2024-09-04T04:00:00Z,2024-09-04T04:00:00Z
voidseer,sorcerer,156,softcore,https://maxroll.gg/d4/planner/6waze0xb,https://www.youtube.com/watch?v=jCnqPc5Z-0M,757,2024-09-03T04:00:00Z,2024-09-03T04:00:00Z
Zzzz,sorcerer,138,softcore,"""""",https://youtu.be/awfzB3gLV74?si=zTp1ZAH4G5Gdp4QZ,454,2024-09-05T04:00:00Z,2024-09-05T04:00:00Z
Nayutea,sorcerer,150,softcore,"""""",https://www.youtube.com/watch?v=56QCPx1NK1A,850,2024-09-04T04:00:00Z,2024-09-04T04:00:00Z
Darin,sorcerer,150,softcore,https://mobalytics.gg/diablo-4/profile/488e94b2-25a8-4b09-95aa-f74e532482cc/builds/5217ae04-dc1b-4b83-9c85-2a15b335ea41,https://www.youtube.com/watch?v=wVrYq-uxhq8,892,2024-09-03T04:00:00Z,2024-09-03T04:00:00Z
대부형님,necromancer,133,softcore,"""""",https://www.youtube.com/watch?v=wVJKZX9zbVQ,882,2024-09-03T04:00:00Z,2024-09-03T04:00:00Z
Mattick#,druid,126,softcore,"""""",https://www.youtube.com/watch?v=1AmlklgYqwI,836,2024-09-05T04:00:00Z,2024-09-05T04:00:00Z
Zzzz,sorcerer,141,softcore,"""""",https://youtu.be/VH63hNkzLQ0?si=LUNe8Y9jVvTYc2XQ,809,2024-09-05T04:00:00Z,2024-09-05T04:00:00Z
dior,sorcerer,101,softcore,"""""",https://www.youtube.com/watch?v=5ieDf7iOO1A,42,2024-09-05T04:00:00Z,2024-09-05T04:00:00Z
voidseer,sorcerer,157,softcore,https://maxroll.gg/d4/planner/9r9u090n,https://www.youtube.com/watch?v=MU42cz8BJWs,702,2024-09-04T04:00:00Z,2024-09-04T04:00:00Z
Necromancer,necromancer,150,softcore,"""""",https://www.youtube.com/watch?v=22toFbbeEGc&lc=UgzDRAY2KxRxGATKh0B4AaABAg,763,2024-09-03T04:00:00Z,2024-09-03T04:00:00Z
erice,sorcerer,150,softcore,"""""",https://youtu.be/0piCnAgwjAs?si=YiZX0VHE_L7NtKhC,820,2024-09-05T04:00:00Z,2024-09-05T04:00:00Z
voidseer,sorcerer,159,softcore,https://maxroll.gg/d4/planner/9r9u090n,https://www.youtube.com/watch?v=vGzbDRyPlog,899,2024-09-05T04:00:00Z,2024-09-05T04:00:00Z
SKULM,necromancer,153,softcore,https://d4builds.gg/builds/3cf581ba-5a08-4d29-b17a-3154ff23ea14/?var=1,https://youtu.be/IV-Wc1gkihc?si=fmsJaukO-shxZlVs,834,2024-09-04T04:00:00Z,2024-09-04T04:00:00Z
FP,rogue,148,softcore,"""""",https://www.youtube.com/watch?v=7xhNbB8vYxc,871,2024-09-06T04:00:00Z,2024-09-06T04:00:00Z
Storm,sorcerer,137,softcore,"""""",https://youtu.be/RTS-j5BzP2E?si=d_SNPmER9OUtEy8d,739,2024-09-06T04:00:00Z,2024-09-06T04:00:00Z
光头爸爸official,barbarian,140,softcore,https://d4builds.gg/builds/90d634eb-d17c-4f32-9bcc-5680e346d04b/?var=1,https://www.youtube.com/watch?v=JL4cz7M7CJo,857,2024-09-05T04:00:00Z,2024-09-05T04:00:00Z
Hollow,sorcerer,150,softcore,https://mobalytics.gg/diablo-4/profile/488e94b2-25a8-4b09-95aa-f74e532482cc/builds/5217ae04-dc1b-4b83-9c85-2a15b335ea41?coreTab=assigned-skills&equipmentTab=gear-stats&variantTab=0,https://www.youtube.com/watch?v=y6XAg5sxb80,870,2024-09-05T04:00:00Z,2024-09-05T04:00:00Z
Nayutea,sorcerer,151,softcore,"""""",https://www.youtube.com/watch?v=ZGXFRgidx00,832,2024-09-05T04:00:00Z,2024-09-05T04:00:00Z
DraGuNoVxTT,sorcerer,135,softcore,"""""",https://youtu.be/R0tsbbnBhqE,787,2024-09-02T04:00:00Z,2024-09-02T04:00:00Z
voidseer,sorcerer,160,softcore,https://maxroll.gg/d4/planner/u7c8082q,https://www.youtube.com/watch?v=WVfax1WlT3o,890,2024-09-05T04:00:00Z,2024-09-05T04:00:00Z
JayJay,druid,141,softcore,https://mobalytics.gg/diablo-4/profile/7bc53c6d-f248-41cb-be8d-15ac93f8c380/builds/6d880601-0196-482b-a170-da68c8c60bca?utm_campaign=Goblin&utm_source=youtube&utm_medium=influencers,https://youtu.be/a4pLdN7bIdc,663,2024-09-06T04:00:00Z,2024-09-06T04:00:00Z
Slott,rogue,150,softcore,https://maxroll.gg/d4/planner/uvc308dj#4,https://youtu.be/QOBTTFpO7XY,899,2024-09-05T04:00:00Z,2024-09-05T04:00:00Z
Zzzz,sorcerer,142,softcore,"""""",https://youtu.be/1OskI7J3ZMg?si=y7a8E1czNoRfWNC8,478,2024-09-06T04:00:00Z,2024-09-06T04:00:00Z
Sberla,sorcerer,154,softcore,https://mobalytics.gg/diablo-4/profile/488e94b2-25a8-4b09-95aa-f74e532482cc/builds/5217ae04-dc1b-4b83-9c85-2a15b335ea41,https://www.youtube.com/watch?v=tB8jgjwKirs,847,2024-09-06T04:00:00Z,2024-09-06T04:00:00Z
FP,rogue,149,softcore,"""""",https://www.youtube.com/watch?v=knZBe8fQjkg,847,2024-09-06T04:00:00Z,2024-09-06T04:00:00Z
dior,sorcerer,101,softcore,"""""",https://youtu.be/dbHlf-dYcCM,34,2024-09-07T04:00:00Z,2024-09-07T04:00:00Z
萌萌哒-玄鹰,sorcerer,150,softcore,"""""",https://www.bilibili.com/video/BV1MwHRe2E3W/,574,2024-09-06T04:00:00Z,2024-09-06T04:00:00Z
ChrisGrandPa,sorcerer,150,softcore,https://mobalytics.gg/diablo-4/profile/488e94b2-25a8-4b09-95aa-f74e532482cc/builds/5217ae04-dc1b-4b83-9c85-2a15b335ea41,https://www.youtube.com/watch?v=-WvXtcfFSyo,854,2024-09-07T04:00:00Z,2024-09-07T04:00:00Z
SupRémaTie#2937,sorcerer,131,softcore,"""""",https://www.youtube.com/watch?v=4cjBV7gJDU8,745,2024-09-07T04:00:00Z,2024-09-07T04:00:00Z
Nayutea,sorcerer,154,softcore,"""""",https://www.youtube.com/watch?v=yJRymqFyf0g,863,2024-09-07T04:00:00Z,2024-09-07T04:00:00Z
MarsicanBear,rogue,151,softcore,"""""",https://youtu.be/yV4BoBhxptY,831,2024-09-07T04:00:00Z,2024-09-07T04:00:00Z
AngelsBeast,druid,143,softcore,"""""",https://youtu.be/5dzygy-4x6k,713,2024-09-07T04:00:00Z,2024-09-07T04:00:00Z
Muromez,sorcerer,156,softcore,"""""",https://www.youtube.com/watch?v=noGa1tVpFU0,899,2024-09-07T04:00:00Z,2024-09-07T04:00:00Z
voidseer,sorcerer,161,softcore,https://maxroll.gg/d4/planner/mo4ww08a,https://www.youtube.com/watch?v=VlowMI12bx8,846,2024-09-07T04:00:00Z,2024-09-07T04:00:00Z
Sully,sorcerer,150,softcore,"""""",https://youtu.be/hz5bBTt98IA,806,2024-09-07T04:00:00Z,2024-09-07T04:00:00Z
ProPain,sorcerer,153,softcore,"""""",https://www.youtube.com/watch?v=m4NFVgtq6AU,670,2024-09-07T04:00:00Z,2024-09-07T04:00:00Z
